address,cost,food_type,name
 18590 Hwy 16 Ste 5 70726,$,['Pizza'],Domino's Pizza                                     
" 504 N 5th St, Baton Rouge 70802",$,Unknown,Taylormade Gourmet                                     
 3304 Patrick F Taylor Hall,Unknown,Unknown,Panera Bread                                     
" 12541 Airline Hwy, Baton Rouge 70817",Unknown,['BBQ'],Smokehouse Barb-B-Que                                     
" 58610 Belleview Dr, Plaquemine 70764",Unknown,['Desserts'],Shamanda's Signature Desserts                                     
" 9830 Battle Road, Ethel 70730",$$,"['Seafood', ' Cajun']",Chester Martin                                     
" 1540 normandy drive, Baton Rouge 70806",$,['American'],Connie's Kitchen                                     
" 3601 Thomas Dr, Baton Rouge 70807",$,['Desserts'],Cool Critters Cafe'                                     
" 2410 Tanger Boulevard, Gonzales 70737",$,['Desserts'],32 Degrees A Yogurt Bar                                     
" 2615 Scenic Hwy, Baton Rouge 70805",Unknown,Unknown,Cajun Country Corn                                     
" 32380 Chiaramonte St, White Castle 70788",$$,['Burger'],Hilda's Soul Kitchen & Lounge                                     
" 10820 Florida Blvd, Baton Rouge 70815",$$,['Mexican'],El Rancho Mexican Grill                                     
" 6401 Bluebonnet Blvd, Baton Rouge 70836",$,['American'],Great American Cookies                                     
" 18516 Blythe Rd, Prairieville 70769",Unknown,['BBQ'],Jambalaya By Shake                                     
" 7077 S Choctaw Dr, Baton Rouge 70806",$,['Burger'],Mc Donald's                                     
" 17316 Airline Hwy, Prairieville 70769",$,['Bar Food'],Spankys 2 in Prairieville                                     
" 4850 E Brookstown Dr, Baton Rouge 70805",$$,"['American', ' Fast Food']",Heavenly Snax Shop                                     
" 120 Bass Pro Blvd, Denham Springs 70726",$,Unknown,Menchie's Frozen Yogurt                                     
 7415 Corporate Boulevard. Suite 910,Unknown,['Sandwich'],Jersey Mike's Subs                                     
" 17357 Airline Hwy, #F",$,['Cajun'],The Jambalaya Shoppe                                     
 7755 Magnolia Beach Road East,Unknown,Unknown,The Jambalaya Shoppe                                     
 413 North. Airline Highway,Unknown,['Fast Food'],Sonic Drive-In                                     
 16705 Florida Boulevard,Unknown,Unknown,Pete's Tavern                                     
 1674 Charter Street,Unknown,Unknown,Jalapeno's Mexican Restaurant                                     
 8837 Florida Boulevard,Unknown,Unknown,Northern Exposure Hospitality                                     
 11991 Hooper Road.,Unknown,Unknown,Taco Bell                                     
 6401 Bluebonnet Boulevard,Unknown,Unknown,Auntie Annes Pretzels                                     
" 9829 Airline Hwy, Baton Rouge 70816",Unknown,['Bar Food'],All Star Snack Bar                                     
" 8150 Plank Rd, Baton Rouge 70811",Unknown,['BBQ'],Mama C's Kitchen                                     
" 555 Lafayette St, Baton Rouge",$$$,['American'],Another Broken Egg                                      
" 10413, Plank Road, Clinton, Louisiana 70722",$$,['BBQ'],Wilson's Brisket & BBQ                                     
 3225 La Highway 1 South Ste B,$$,['Pizza'],Domino's Pizza                                     
 3676 Harding Boulevard Ste D,Unknown,Unknown,Domino's Pizza                                     
 1050 Millerville Road,$,['Pizza'],Domino's Pizza                                     
 6401 Blue Bonnett Boulevard,Unknown,Unknown,Villa Fresh Italian Kitchen                                     
 7415 Corporate Boulevard Suite 940,Unknown,Unknown,QDOBA Mexican Eats                                     
 8223 Airline Highway,Unknown,Unknown,Sonic Drive-In                                     
 10128 North Line Street,Unknown,Unknown,Sonic Drive-In                                     
 17334 Airline Highway,Unknown,Unknown,Sonic Drive-In - Temporarily Closed                                     
 14620 Greenwell Springs Road,Unknown,Unknown,Sonic Drive-In                                     
 1939 West Hwy 30,$,['Fast Food'],McDonald's                                     
 5240 Main Street,Unknown,Unknown,McDonald's                                     
 801 South Vaughn,Unknown,Unknown,McDonald's                                     
 1525 Marchand Drive,Unknown,Unknown,Taco Bell                                     
 11991 Hooper Road.,Unknown,Unknown,Taco Bell                                     
 9179 Hwy 67 70722,$,['Fast Food'],McDonald's                                     
 7150A Highway 22,$,['Fast Food'],McDonald's                                     
 1000 Government Street,Unknown,Unknown,Sonic Drive-In                                     
 310 LSU Student Union 1st Floor,Unknown,Unknown,Einstein Bros. Bagels                                     
 27418 Juban Road,Unknown,Unknown,Dairy Queen Grill & Chill                                     
 29180 South Frost Road,Unknown,Unknown,Burger King                                     
 6697 Sullivan Road,Unknown,Unknown,Pizza Hut                                     
 520 South Alexander Avenue Suite 300,Unknown,Unknown,Pizza Hut                                     
 1589 Marchand Drive,Unknown,Unknown,Burger King                                     
 7131 Us Hwy 61,Unknown,Unknown,Burger King                                     
 240 Hospital Road,Unknown,Unknown,Pizza Hut                                     
 29565 Hwy 63,Unknown,Unknown,Pizza Hut                                     
" 534 Raintree Rd, Baton Rouge 70810",Unknown,['Southern'],French-Soul Catering                                     
" 501 Main St, Baton Rouge 70801",Unknown,['French'],Petit' Marche                                     
" 7883 Airline Hwy, Livonia 70755",Unknown,['Southern'],Cajun Chicken                                     
" 10431 Old Highway 49, Lottie 70756",$,"['Fast Food', ' Pizza']",Sam's Club Cafe and Bakery                                     
" 11191 River Highlands Dr, St Amant 70774",$,"['Pizza', ' Southern']",Thunder Bayou Store & Fuel                                     
" 2427 Florida Blvd, Baton Rouge 70802",Unknown,['Seafood'],Florida Food Mart                                     
" 1717 River Rd N, Baton Rouge 70802",Unknown,['French'],International Marketplace Buffet                                     
" 5267 Plank Rd, Baton Rouge 70805",Unknown,['Seafood'],La Fish Fry                                     
" 106 W 10th St, Donaldsonville 70346",Unknown,['American'],Rena's Cafe                                     
" 13140 Hwy 76, Maringouin 70757",Unknown,['Bar Food'],Overton's Bar                                     
" 44429 Highway 429, St Amant 70774",$,"['American', ' Sandwich', ' Southern']",Triple S Grocery & Deli                                     
" 4412 Gus Young Ave, Baton Rouge 70802",Unknown,['Sandwich'],Sibblings Center                                     
" 3715 Hwy 70 S, Pierre Part 70339",Unknown,['Bar Food'],Las Vegas Daiquri                                     
" 3535 S Sherwood Forest Blvd, Baton Rouge 70816",Unknown,['American'],Volland Restaurant Group                                     
" 11685 Hwy 77, Maringouin 70757",Unknown,['Bar Food'],Dueces Wild Club                                     
" 609 Railroad Ave, Donaldsonville 70346",Unknown,['Bar Food'],Capitol Sports Restaurant                                     
" 12333 Jeferson Hwy, Baton Rouge 70816",$,['Bar Food'],Lynn's Daquiri                                     
" 3500 Hwy 956, Ethel 70730",$$,"['Seafood', ' Steak', ' Cajun']",Henderson Hill Bar & Grill                                     
" 904 S Range Ave, Denham Springs 70726",$,Unknown,Auntie Anne's                                     
" 17224 Airline Hwy, Prairieville 70769",$,Unknown,Popeyes® Louisiana Kitchen                                     
" 1295 N Sherwood Forest Dr, Baton Rouge 70815",$$,['Seafood'],Saigon Hong Kong Seafood Market                                     
 1113 South Range Avenue Suite 130,Unknown,Unknown,Pizza Hut                                     
 5357 Live Oak Drive,Unknown,Unknown,Pizza Hut                                     
 1001 Highway 1 South,Unknown,Unknown,Pizza Hut                                     
 37302 Highway 3089,Unknown,Unknown,Wendy's                                     
 14455 Wax Road. Ste. R,$$,['Pizza'],Papa John's Pizza                                     
 28977 La Hwy 447,Unknown,Unknown,Papa John's Pizza                                     
 33875 Hwy 16 70706,$,['Pizza'],Papa John's Pizza                                     
